Date,Climate_ID,District,Temperature_C,Humidity_%,Rainfall_mm,Wind_Speed_kmh,Heat_Index
2024-04-29,1215.0,Ratnapura,23.5,79.1,0.0,17.4,
2024-04-30,1216.0,Matale,13.9,59.9,0.0,22.6,
2024-05-01,1217.0,Matara,24.3,76.4,0.0,12.9,
2024-05-02,1218.0,Jaffna,26.6,67.6,1.9,8.3,
2024-05-03,1219.0,,26.7,63.8,,11.7,
2024-05-04,1220.0,Hambantota,26.0,65.8,,12.2,
2024-05-05,1221.0,Badulla,17.4,73.9,0.0,23.0,
2024-05-06,1222.0,Puttalam,26.0,70.5,,18.7,
2024-05-07,1223.0,Mannar,24.3,64.1,5.6,11.8,
2024-05-08,1224.0,Matara,25.9,71.4,8.3,19.0,
2024-05-09,1225.0,Hambantota,26.5,66.5,,14.4,
2024-05-10,1226.0,Badulla,17.4,67.0,,23.2,
2024-05-11,1227.0,Kilinochchi,27.1,69.8,0.0,13.3,29.0
2024-05-12,1228.0,Moneragala,26.3,65.7,2.6,7.3,
2024-05-13,1229.0,Colombo,25.8,79.9,0.4,14.1,
2024-05-14,1230.0,,26.9,75.6,1.3,13.3,
2024-05-15,1231.0,Matale,16.2,71.1,10.8,8.3,
2024-05-16,1232.0,Polonnaruwa,23.9,67.6,,17.9,
2024-05-17,1233.0,Mannar,25.0,67.1,,22.1,
2024-05-18,1234.0,Kandy,15.2,66.4,0.0,9.4,
2024-05-19,1235.0,Badulla,15.3,72.5,13.8,19.9,
2024-05-20,1236.0,Moneragala,25.1,65.3,0.0,12.0,
2024-05-21,1237.0,,24.1,78.0,0.0,14.9,
2024-05-22,1238.0,Colombo,24.8,78.0,4.9,14.4,
2024-05-23,1239.0,Badulla,13.4,65.8,7.0,14.9,
2024-05-24,,Moneragala,25.6,62.3,0.0,17.4,
2024-05-25,1241.0,Puttalam,25.3,69.1,20.3,9.9,
2024-05-26,1242.0,Matara,24.0,,15.9,21.5,
2024-05-27,1243.0,Trincomalee,26.3,69.8,0.0,17.5,
2024-05-28,1244.0,Polonnaruwa,26.7,65.7,7.3,19.2,
2024-05-29,1245.0,Trincomalee,22.9,72.7,41.9,11.1,
2024-05-30,1246.0,Hambantota,24.1,64.3,3.9,9.4,
2024-05-31,1247.0,,24.1,,0.0,20.9,
2024-06-01,1248.0,Hambantota,24.6,58.9,0.0,9.2,
2024-06-02,1249.0,Jaffna,27.2,67.6,2.7,15.7,29.0
2024-06-03,1250.0,Anuradhapura,25.7,67.8,1.8,20.1,
2024-06-04,1251.0,Kegalle,25.6,72.7,14.3,14.4,
2024-06-05,1252.0,Polonnaruwa,23.0,67.6,0.0,20.9,
,1253.0,Hambantota,27.0,71.0,3.8,13.6,28.9
2024-06-07,1254.0,Kalutara,24.1,67.0,1.1,8.6,
2024-06-08,1255.0,Anuradhapura,26.1,,0.0,16.9,
2024-06-09,1256.0,Kegalle,26.4,65.9,3.1,,
2024-06-10,1257.0,,28.0,62.0,0.5,28.4,29.7
2024-06-11,1258.0,Nuwara Eliya,15.0,,0.0,10.3,
2024-06-12,1259.0,Gampaha,21.5,73.5,22.6,13.7,
2024-06-13,1260.0,Galle,26.3,71.2,0.0,11.3,
2024-06-14,1261.0,Kurunegala,28.7,65.1,6.4,,31.3
2024-06-15,1262.0,,27.9,84.1,5.1,14.1,32.5
2024-06-16,1263.0,Ampara,26.3,58.5,8.9,10.6,
2024-06-17,1264.0,Kilinochchi,25.3,61.7,2.2,17.3,
2024-06-18,1265.0,Mullaitivu,27.2,,2.0,13.9,29.4
2024-06-19,1266.0,Puttalam,24.5,73.3,,21.7,
2024-06-20,1267.0,Badulla,17.7,65.4,1.9,11.8,
2024-06-21,1268.0,Ratnapura,26.8,70.9,0.0,24.3,
2024-06-22,1269.0,Kegalle,27.6,84.2,0.0,16.4,31.7
2024-06-23,1270.0,Galle,30.1,82.2,0.0,21.4,38.6
2024-06-24,1271.0,Anuradhapura,26.6,68.6,1.3,15.6,
2024-06-25,1272.0,Nuwara Eliya,16.2,62.6,0.0,11.1,
2024-06-26,1273.0,Polonnaruwa,,65.7,0.0,13.7,
2024-06-27,1274.0,Ratnapura,23.3,75.2,,8.1,
2024-06-28,1275.0,Colombo,25.0,77.2,0.0,14.4,
2024-06-29,1276.0,Ampara,25.4,71.7,3.3,15.9,
2024-06-30,1277.0,,25.2,69.4,3.5,15.2,
2024-07-01,1278.0,,18.2,60.7,0.0,,
2024-07-02,1279.0,Kurunegala,25.8,70.5,13.8,14.3,
2024-07-03,1280.0,,28.7,66.3,1.0,5.5,31.5
2024-07-04,1281.0,Ampara,27.0,67.8,6.3,30.0,28.7
2024-07-05,1282.0,Galle,27.0,80.9,8.0,11.5,29.8
2024-07-06,1283.0,Ampara,26.5,60.6,22.3,19.8,
2024-07-07,1284.0,Anuradhapura,27.2,64.9,0.0,7.5,28.7
2024-07-08,1285.0,Hambantota,28.2,,1.0,16.2,30.1
2024-07-09,1286.0,Ampara,25.7,58.7,1.2,11.0,
2024-07-10,1287.0,Anuradhapura,26.0,66.4,9.1,5.0,
2024-07-11,1288.0,Badulla,17.5,75.1,,13.6,
2024-07-12,1289.0,Badulla,16.0,57.7,0.0,14.7,
2024-07-13,1290.0,Matara,25.8,74.9,3.9,13.9,
2024-07-14,1291.0,,26.3,67.6,4.3,16.2,
2024-07-15,1292.0,Galle,28.3,75.5,0.0,13.7,32.1
2024-07-16,1293.0,Colombo,27.4,,0.0,15.3,30.0
2024-07-17,1294.0,Vavuniya,,59.8,12.4,15.9,28.5
2024-07-18,1295.0,Moneragala,28.3,65.9,2.5,14.8,30.7
2024-07-19,1296.0,Puttalam,,62.0,4.9,14.1,
2024-07-20,1297.0,Ratnapura,27.6,66.3,27.8,10.5,29.5
2024-07-21,1298.0,Puttalam,26.8,69.8,2.7,,
2024-07-22,1299.0,Ampara,27.4,,0.0,13.6,29.4
2024-07-23,1300.0,Vavuniya,26.1,65.2,0.0,13.2,
2024-07-24,1301.0,Batticaloa,23.3,65.9,0.0,17.6,
2024-07-25,1302.0,Matara,26.8,,0.0,16.1,
2024-07-26,1303.0,Puttalam,29.1,65.9,0.0,11.5,32.2
2024-07-27,1304.0,Kurunegala,28.4,68.6,2.6,21.3,31.2
2024-07-28,1305.0,Colombo,28.4,73.8,,9.1,32.1
2024-07-29,1306.0,Mannar,28.9,70.3,0.0,9.8,32.6
2024-07-30,1307.0,Puttalam,27.1,66.3,0.0,18.3,28.7
2024-07-31,1308.0,,27.3,65.8,0.0,23.8,29.0
2024-08-01,1309.0,Kurunegala,27.1,60.4,6.0,12.1,28.2
2024-08-02,1310.0,Gampaha,27.5,76.7,0.0,17.1,30.5
2024-08-03,1311.0,Badulla,19.9,62.2,0.0,9.0,
2024-08-04,1312.0,Ampara,29.8,63.0,1.5,10.4,33.0
2024-08-05,1313.0,Kurunegala,27.8,62.2,6.0,20.7,29.4
2024-08-06,1314.0,Nuwara Eliya,18.3,61.2,0.0,16.8,
2024-08-07,1315.0,Puttalam,28.0,74.0,15.3,20.8,31.2
2024-08-08,1316.0,Kandy,19.9,70.8,0.0,20.4,
2024-08-09,1317.0,Colombo,25.8,83.2,6.6,5.0,
2024-08-10,1318.0,Matara,24.6,70.6,3.2,9.0,
2024-08-11,1319.0,,27.2,65.8,0.0,16.4,28.8
2024-08-12,,Galle,26.2,70.3,19.0,6.5,
2024-08-13,1321.0,Kalutara,27.2,,0.0,9.7,29.5
2024-08-14,1322.0,Jaffna,27.8,61.8,0.0,22.1,29.3
2024-08-15,1323.0,Jaffna,27.3,70.5,0.0,,29.4
2024-08-16,,Puttalam,30.2,,5.2,18.6,34.1
2024-08-17,1325.0,Mannar,28.5,69.8,0.0,14.9,31.6
2024-08-18,1326.0,Gampaha,28.5,77.9,0.0,11.6,33.0
2024-08-19,1327.0,Colombo,28.9,84.7,0.0,6.7,35.5
,1328.0,Moneragala,26.3,59.6,0.0,16.2,
2024-08-21,1329.0,Moneragala,29.6,70.5,9.1,22.3,34.2
2024-08-22,1330.0,Kurunegala,27.9,70.1,0.0,11.7,30.5
2024-08-23,1331.0,Galle,29.0,71.6,0.0,,33.0
2024-08-24,1332.0,,26.4,79.5,15.5,7.4,
2024-08-25,1333.0,Colombo,25.7,,7.8,11.6,
2024-08-26,1334.0,,29.2,74.6,4.3,16.7,34.1
2024-08-27,1335.0,Moneragala,28.6,62.2,0.5,18.7,30.7
2024-08-28,1336.0,Kalutara,26.6,72.6,0.0,17.8,
2024-08-29,1337.0,Ratnapura,26.7,,,5.0,
2024-08-30,,Moneragala,29.7,65.5,6.0,12.7,33.3
2024-08-31,1339.0,Matara,26.2,78.6,0.0,10.2,
2024-09-01,1340.0,Badulla,22.2,64.0,10.9,13.5,
2024-09-02,1341.0,Kegalle,27.4,74.1,0.0,14.4,30.0
2024-09-03,1342.0,Trincomalee,29.7,71.5,13.9,,34.7
2024-09-04,1343.0,Matale,19.2,61.8,3.7,16.5,
2024-09-05,1344.0,Kalutara,29.6,75.5,9.1,22.1,
2024-09-06,1345.0,Puttalam,27.9,67.3,4.9,11.5,30.1
2024-09-07,1346.0,Colombo,28.5,77.6,5.7,7.9,32.9
2024-09-08,1347.0,Trincomalee,28.8,66.5,0.0,22.3,31.7
2024-09-09,1348.0,Matara,27.2,78.8,3.2,17.2,30.1
2024-09-10,1349.0,Gampaha,29.8,80.0,0.0,11.3,37.1
2024-09-11,1350.0,Kalutara,28.0,80.1,0.0,17.2,32.1
2024-09-12,1351.0,Ratnapura,28.4,73.3,14.9,19.2,
2024-09-13,1352.0,Mannar,27.2,66.1,0.0,15.6,28.8
2024-09-14,1353.0,Ratnapura,24.9,82.0,0.0,11.4,
2024-09-15,1354.0,Mannar,28.4,70.8,,12.8,31.6
2024-09-16,1355.0,Kilinochchi,32.4,61.7,5.3,16.5,38.6
2024-09-17,1356.0,Batticaloa,29.9,68.6,0.0,16.0,34.5
2024-09-18,1357.0,Kandy,19.7,59.3,0.0,21.1,
2024-09-19,1358.0,Anuradhapura,28.3,67.4,0.0,13.6,30.9
2024-09-20,1359.0,Matale,19.8,,1.4,10.2,
2024-09-21,1360.0,Badulla,20.6,63.4,0.0,27.9,
2024-09-22,1361.0,Polonnaruwa,27.0,63.9,1.7,15.9,28.4
2024-09-23,,Mannar,30.4,70.3,0.0,19.2,36.1
2024-09-24,1363.0,Moneragala,29.8,61.0,0.0,17.6,32.6
2024-09-25,1364.0,Batticaloa,29.8,64.7,3.8,15.9,33.4
2024-09-26,1365.0,Kurunegala,29.4,69.6,0.0,13.9,33.5
2024-09-27,1366.0,Galle,28.8,74.7,15.3,5.0,33.1
2024-09-28,1367.0,Jaffna,29.7,66.3,0.0,9.7,33.5
2024-09-29,1368.0,Galle,29.6,80.2,4.9,16.6,
2024-09-30,1369.0,Colombo,28.2,78.9,13.0,5.0,32.4
2024-10-01,1370.0,Moneragala,28.1,70.7,0.0,15.4,31.0
2024-10-02,1371.0,Polonnaruwa,29.2,68.3,0.0,18.3,32.8
2024-10-03,1372.0,Puttalam,31.3,71.1,0.0,19.2,38.8
2024-10-04,1373.0,Batticaloa,27.1,69.2,5.9,18.0,29.0
2024-10-05,1374.0,Puttalam,26.8,71.5,1.7,19.8,
2024-10-06,1375.0,Kandy,20.2,67.7,7.4,23.0,
2024-10-07,1376.0,Kurunegala,29.1,68.9,14.8,,32.7
2024-10-08,1377.0,,29.3,75.7,0.0,16.0,34.6
2024-10-09,1378.0,Colombo,29.4,79.5,0.0,14.3,35.8
2024-10-10,1379.0,,28.7,66.4,0.0,15.6,31.5
2024-10-11,1380.0,Matale,22.2,65.2,0.0,13.6,
2024-10-12,1381.0,Anuradhapura,26.6,70.7,0.0,20.6,
2024-10-13,1382.0,Kilinochchi,27.8,70.5,0.6,17.9,30.3
2024-10-14,1383.0,Jaffna,28.8,72.8,4.1,13.1,32.8
2024-10-15,1384.0,Gampaha,26.5,77.9,5.0,21.6,
2024-10-16,1385.0,Kalutara,28.7,81.3,0.0,13.5,34.2
2024-10-17,1386.0,Moneragala,31.5,71.8,5.1,,39.6
2024-10-18,1387.0,Moneragala,29.0,71.4,,14.9,33.0
2024-10-19,1388.0,,29.3,66.3,0.1,10.9,32.7
2024-10-20,1389.0,Anuradhapura,27.1,70.2,0.0,19.7,29.0
2024-10-21,1390.0,,,71.1,0.0,10.8,
2024-10-22,1391.0,,19.4,69.7,0.0,14.4,
2024-10-23,1392.0,,19.5,61.3,0.0,19.7,
2024-10-24,1393.0,Hambantota,30.9,70.3,3.9,11.4,37.4
2024-10-25,1394.0,Gampaha,29.8,88.5,0.0,17.1,39.5
2024-10-26,1395.0,Polonnaruwa,,68.2,0.0,10.1,29.2
2024-10-27,1396.0,Mullaitivu,29.4,66.7,6.1,16.2,33.0
2024-10-28,1397.0,Kalutara,29.7,81.1,7.0,17.8,37.1
2024-10-29,1398.0,Anuradhapura,30.7,70.9,1.4,14.8,37.1
2024-10-30,1399.0,Badulla,22.4,74.4,1.3,15.2,
2024-10-31,1400.0,,27.5,64.6,0.0,17.2,29.2
2024-11-01,1401.0,Ratnapura,27.5,85.1,0.0,13.6,31.5
2024-11-02,1402.0,Ampara,26.8,74.5,0.0,19.4,
2024-11-03,1403.0,Jaffna,28.4,71.6,1.8,21.9,31.7
2024-11-04,1404.0,Ratnapura,29.4,83.5,12.5,10.4,36.8
2024-11-05,1405.0,Mannar,30.2,76.3,0.0,23.8,
2024-11-06,1406.0,Moneragala,28.6,75.7,0.9,13.5,32.9
2024-11-07,1407.0,Ampara,28.3,67.6,0.0,25.0,30.9
2024-11-08,1408.0,Kurunegala,,75.5,6.1,13.6,33.8
2024-11-09,1409.0,Puttalam,27.5,71.9,0.0,18.5,
2024-11-10,1410.0,Ampara,31.9,72.5,0.0,,41.0
2024-11-11,1411.0,Mannar,26.3,72.5,6.3,13.1,
2024-11-12,1412.0,Hambantota,29.0,71.6,15.0,15.4,33.0
2024-11-13,1413.0,Matara,,87.0,2.2,,46.7
2024-11-14,1414.0,Gampaha,28.7,81.9,0.0,13.4,34.3
2024-11-15,1415.0,Vavuniya,28.4,67.7,0.0,12.9,31.1
2024-11-16,,Kegalle,28.2,80.6,,9.2,32.7
2024-11-17,1417.0,Galle,28.5,82.9,,22.8,
2024-11-18,1418.0,Hambantota,,77.1,1.4,,39.2
2024-11-19,1419.0,Badulla,16.4,74.6,12.4,21.0,
2024-11-20,1420.0,Badulla,22.0,68.8,0.0,12.0,
2024-11-21,1421.0,Kilinochchi,26.6,82.1,0.1,20.8,
2024-11-22,1422.0,Mannar,28.3,73.2,1.8,19.0,31.7
2024-11-23,1423.0,Kandy,19.1,77.3,,13.9,
2024-11-24,1424.0,Vavuniya,29.6,71.6,0.0,11.3,34.4
2024-11-25,1425.0,Gampaha,26.3,84.3,16.8,11.7,
2024-11-26,1426.0,,29.4,75.5,4.9,11.7,34.8
2024-11-27,1427.0,Matale,22.8,77.1,7.5,,
2024-11-28,,Kilinochchi,26.7,,10.2,15.8,
2024-11-29,1429.0,,20.0,75.7,0.0,9.4,
2024-11-30,1430.0,Kurunegala,27.7,70.9,6.2,13.7,30.2
2024-12-01,1431.0,Polonnaruwa,28.6,71.9,2.3,14.3,32.2
2024-12-02,1432.0,Jaffna,28.0,75.5,0.0,5.0,31.4
2024-12-03,1433.0,Kandy,18.0,77.9,0.0,14.0,
2024-12-04,1434.0,Hambantota,28.7,,,18.6,32.7
2024-12-05,1435.0,Nuwara Eliya,21.7,78.4,3.5,14.3,
2024-12-06,1436.0,Gampaha,27.7,90.0,0.0,16.3,32.8
2024-12-07,1437.0,Ampara,29.1,70.5,1.5,17.4,33.0
2024-12-08,1438.0,Matale,17.1,70.8,0.0,13.3,
2024-12-09,1439.0,Kegalle,,83.6,2.9,18.7,
2024-12-10,1440.0,Nuwara Eliya,19.7,75.4,0.0,22.3,
2024-12-11,1441.0,Mullaitivu,30.2,72.0,0.0,7.4,36.0
2024-12-12,1442.0,Moneragala,28.5,79.6,2.2,13.3,33.3
2024-12-13,1443.0,Polonnaruwa,27.5,75.8,3.1,26.6,30.4
2024-12-14,1444.0,Jaffna,28.0,74.3,0.0,,31.3
2024-12-15,1445.0,Badulla,17.1,68.4,0.0,14.8,
2024-12-16,1446.0,Polonnaruwa,28.9,68.9,,,32.3
2024-12-17,1447.0,Kegalle,29.3,85.3,,21.4,36.9
2024-12-18,1448.0,Nuwara Eliya,18.3,65.6,10.7,10.3,
2024-12-19,1449.0,Matara,27.3,,5.6,,31.4
2024-12-20,1450.0,Gampaha,28.4,83.5,19.3,13.6,33.8
2024-12-21,,Mullaitivu,27.3,,2.6,11.3,31.2
2024-12-22,1452.0,Vavuniya,27.9,83.4,0.0,13.8,32.4
2024-12-23,1453.0,Kegalle,31.1,83.4,10.8,14.8,42.5
2024-12-24,1454.0,Polonnaruwa,27.6,73.7,6.6,12.5,30.3
2024-12-25,1455.0,Galle,27.5,88.1,0.0,20.6,31.9
2024-12-26,1456.0,Jaffna,27.0,,0.0,11.3,29.8
2024-12-27,1457.0,Vavuniya,29.1,67.6,0.0,15.7,32.5
2024-12-28,1458.0,Ampara,27.7,67.0,0.0,17.7,29.8
2024-12-29,1459.0,,27.0,71.7,3.6,15.6,29.0
2024-12-30,,Mannar,30.0,76.5,3.7,18.9,36.7
2024-12-31,1461.0,Gampaha,30.1,86.1,1.3,12.8,39.8
2025-01-01,1462.0,Badulla,17.1,79.3,14.6,18.1,
2025-01-02,1463.0,,24.2,70.2,1.0,18.3,
2025-01-03,1464.0,Colombo,28.5,75.7,4.4,19.8,32.6
2025-01-04,1465.0,Puttalam,26.0,78.4,0.0,5.6,
2025-01-05,1466.0,Polonnaruwa,28.2,71.7,0.0,17.5,31.3
2025-01-06,1467.0,Kandy,15.0,66.9,3.7,19.5,
2025-01-07,,Puttalam,28.3,75.6,0.0,12.9,32.1
2025-01-08,1469.0,Polonnaruwa,25.2,78.2,0.0,12.3,
2025-01-09,1470.0,Kilinochchi,28.1,74.5,1.6,11.5,31.5
2025-01-10,1471.0,Matara,27.0,83.2,1.6,9.8,30.0
2025-01-11,1472.0,Kilinochchi,25.6,74.4,0.0,18.3,
2025-01-12,1473.0,Kandy,17.4,73.5,13.7,26.4,
2025-01-13,1474.0,Ampara,28.0,69.6,2.8,12.2,30.6
2025-01-14,1475.0,,27.2,82.1,0.0,12.7,30.4
2025-01-15,1476.0,Matara,27.9,87.1,0.0,15.1,33.0
2025-01-16,1477.0,Kalutara,30.0,,5.2,7.0,39.5
2025-01-17,1478.0,Badulla,15.7,75.7,0.0,11.5,
2025-01-18,1479.0,,29.4,81.0,0.0,14.7,36.1
2025-01-19,1480.0,Moneragala,27.2,74.3,1.8,10.5,
2025-01-20,1481.0,Trincomalee,25.7,66.3,9.1,21.0,
2025-01-21,1482.0,Ratnapura,25.0,85.7,0.0,8.5,
2025-01-22,1483.0,Badulla,17.7,80.7,0.0,19.5,
2025-01-23,1484.0,Badulla,19.4,,0.0,22.3,
2025-01-24,1485.0,Matale,17.8,72.6,38.9,,
2025-01-25,1486.0,Ratnapura,29.3,86.3,0.0,14.3,37.2
2025-01-26,1487.0,Colombo,24.8,90.0,19.5,16.2,
2025-01-27,1488.0,Kandy,18.0,73.2,15.2,12.8,
2025-01-28,,Trincomalee,25.1,72.2,0.0,5.0,
2025-01-29,1490.0,Anuradhapura,27.5,67.1,5.2,10.1,29.4
2025-01-30,1491.0,Puttalam,28.3,75.4,17.8,14.9,
2025-01-31,1492.0,Kalutara,26.4,93.2,18.3,10.3,
2025-02-01,1493.0,Anuradhapura,,75.6,0.0,12.9,
2025-02-02,1494.0,Kilinochchi,26.3,74.4,5.5,17.4,
2025-02-03,1495.0,Ampara,,75.8,5.5,15.7,
2025-02-04,1496.0,Vavuniya,26.6,74.5,18.9,20.3,
2025-02-05,1497.0,Kilinochchi,,71.2,0.0,16.5,30.6
2025-02-06,1498.0,Gampaha,24.4,87.8,1.7,16.8,
2025-02-07,1499.0,Hambantota,27.0,75.4,0.0,11.4,
2025-02-08,1500.0,Gampaha,27.8,84.6,,8.3,32.3
